T,H,D,kv_len,variant,splits,allclose,max_abs,mean_abs,median_us,min_us,max_us
32,16,512,1024,default,8,1,0.00048828125,2.2281206838670187e-05,49.04645029455423,48.84400113951415,49.79499790351838
32,16,512,1024,candidate,8,1,0.00048828125,2.2281206838670187e-05,49.24850072711706,48.926001181825995,49.91500172764063
32,16,512,2048,default,8,1,0.000244140625,1.6656165826134384e-05,49.99894881621003,49.780000699684024,50.573950284160674
32,16,512,2048,candidate,8,1,0.000244140625,1.6656165826134384e-05,50.19444797653705,49.70294830854982,50.424502114765346
32,16,512,4096,default,8,1,0.000244140625,1.2804179277736694e-05,81.82899910025299,81.78995049092919,82.0844987174496
32,16,512,4096,candidate,8,1,0.000244140625,1.2804179277736694e-05,81.87545172404498,81.82949968613684,81.90549851860851
32,16,512,8192,default,8,1,0.000244140625,1.0204792488366365e-05,153.42944825533777,153.405949822627,155.40495223831385
32,16,512,8192,candidate,8,1,0.000244140625,1.0204792488366365e-05,153.360451804474,153.24644919019192,153.38744851760566
48,16,512,136,default,8,1,0.0009765625,5.514811346074566e-05,48.995998804457486,48.69599943049252,50.050500431098044
48,16,512,136,candidate,1,1,0.0009765625,5.829959991388023e-05,28.11499871313572,27.926999609917402,28.531000134535134
48,16,512,320,default,8,1,0.00048828125,3.704390110215172e-05,49.335951916873455,49.1095008328557,50.24699785280973
48,16,512,320,candidate,1,1,0.00048828125,3.902561729773879e-05,46.815452515147626,46.70149937737733,46.89499910455197
48,16,512,388,default,8,1,0.00048828125,3.4392549423500896e-05,49.060999299399555,48.79800253547728,49.82499813195318
48,16,512,388,candidate,8,1,0.00048828125,3.4392549423500896e-05,49.22799998894334,49.07000111415982,49.63650135323405
48,16,512,512,default,8,1,0.00048828125,2.993491943925619e-05,49.813950317911804,49.60650112479925,51.02050199639052
48,16,512,512,candidate,8,1,0.00048828125,2.993491943925619e-05,49.621000653132796,49.57695200573653,49.62999955751002
48,16,512,768,default,8,1,0.00048828125,2.5285142328357324e-05,49.823999870568514,49.464948824606836,50.51399930380285
